user_id,status_id,created_at,screen_name,text
918169628,1326014759880318976,2020-11-10T04:12:09Z,DecisionDeskHQ,"Decision Desk HQ Projects @TeamObernolte (R) Has Won In CA-08

Race Called At 11-09 10:44 PM EST

All Results: https://t.co/kgiDbIOm3r"
918169628,1325984732690133000,2020-11-10T02:12:50Z,DecisionDeskHQ,"Decision Desk HQ Projects Duyne (R) Has Won In TX-24

Race Called At 11-09 09:07 PM EST

All Results: https://t.co/hOnKMO4RDl"
918169628,1325983916583514119,2020-11-10T02:09:35Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.47% (1,648,642 votes)
Trump (R): 49.02% (1,633,896 votes)

Biden Margin: +14,746 (-2,206)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325983514882420736,2020-11-10T02:08:00Z,DecisionDeskHQ,"GA Presidential Election Results

Biden (D): 49.5% (2,469,118 votes)
Trump (R): 49.26% (2,456,781 votes)

Biden Margin: +12,337 (+746)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
918169628,1325903839883616257,2020-11-09T20:51:24Z,DecisionDeskHQ,"GA Presidential Election Results

Biden (D): 49.5% (2,467,748 votes)
Trump (R): 49.26% (2,456,157 votes)

Biden Margin: +11,591 (+2,431)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
918169628,1325604025342029827,2020-11-09T01:00:02Z,DecisionDeskHQ,"Decision Desk HQ projects the Democrats have won 218 seats in the U.S. House of Representatives and will maintain their majority.

Call made at 11-08 8:00 PM

All Results: https://t.co/AOgwtoMxNF"
918169628,1325598784559132674,2020-11-09T00:39:13Z,DecisionDeskHQ,"Decision Desk HQ Projects Spanberger (D) Has Won In VA-07

Race Called At 11-08 07:36 PM EST
All Results: https://t.co/VSV0RyTJup"
918169628,1325598737620725761,2020-11-09T00:39:02Z,DecisionDeskHQ,"Decision Desk HQ Projects O'Halleran (D) Has Won In AZ-01

Race Called At 11-08 07:35 PM EST

All Results: https://t.co/7CxbLsQ3gY"
918169628,1325583860109815808,2020-11-08T23:39:55Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.5% (1,643,488 votes)
Trump (R): 48.99% (1,626,536 votes)

Biden Margin: +16,952 (-4,076)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325582285412790272,2020-11-08T23:33:39Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.57% (1,638,997 votes)
Trump (R): 48.93% (1,617,969 votes)

Biden Margin: +21,028 (+926)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLt7E8w"
918169628,1325575141695295496,2020-11-08T23:05:16Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.55% (1,636,934 votes)
Trump (R): 48.95% (1,616,832 votes)

Biden Margin: +20,102 (+754)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325522692460716034,2020-11-08T19:36:51Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.54% (1,633,181 votes)
Trump (R): 48.96% (1,613,833 votes)

Biden Margin: +19,348 (+738)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325262465463095297,2020-11-08T02:22:48Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.53% (1,631,195 votes)
Trump (R): 48.97% (1,612,585 votes)

Biden Margin: +18,610 (-103)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325259369433473030,2020-11-08T02:10:30Z,DecisionDeskHQ,"Decision Desk HQ Projects Schrier (D) Has Won In WA-08

Race Called At 11-07 09:06 PM EST

All Results: https://t.co/TDugg1uzcG"
918169628,1325259166424903680,2020-11-08T02:09:42Z,DecisionDeskHQ,"Decision Desk HQ Projects Issa (R) Has Won In CA-50

Race Called At 11-07 09:06 PM EST

All Results: https://t.co/kgiDbIOm3r"
918169628,1325243735655976960,2020-11-08T01:08:23Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.53% (1,630,127 votes)
Trump (R): 48.97% (1,611,414 votes)

Biden Margin: +18,713 (-1,860)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325226007008251905,2020-11-07T23:57:56Z,DecisionDeskHQ,"GA Presidential Election Results

Biden (D): 49.47% (2,463,889 votes)
Trump (R): 49.29% (2,454,729 votes)

Biden Margin: +9,160 (+1,613)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
918169628,1325171539805925376,2020-11-07T20:21:30Z,DecisionDeskHQ,"Republicans currently have a net gain of 69 seats in single-member district State House/Assembly races across the country.

https://t.co/8dmDmm2fnB https://t.co/kvJrykuxyW"
918169628,1325161098031456256,2020-11-07T19:40:00Z,DecisionDeskHQ,"NC Senate Election Results

Tillis (R): 48.72% (2,641,904 votes)
Cunningham (D): 46.95% (2,546,165 votes)

Tillis Margin: +95,739
Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwa7o8W"
918169628,1325160871727869957,2020-11-07T19:39:06Z,DecisionDeskHQ,"NC Presidential Election Results

Trump (R): 50.08% (2,733,564 votes)
Biden (D): 48.7% (2,658,167 votes)

Trump Margin: +75,397 (-1,304)
Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
918169628,1325157806178066434,2020-11-07T19:26:55Z,DecisionDeskHQ,"GA Presidential Election Results

Biden (D): 49.45% (2,462,038 votes)
Trump (R): 49.3% (2,454,491 votes)

Biden Margin: +7,547 (+299)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7Hhvph"
918169628,1325140720710246400,2020-11-07T18:19:02Z,DecisionDeskHQ,"Decision Desk HQ Projects Lee (D) Has Won In NV-03

Race Called At 11-07 12:32 PM EST

All Results: https://t.co/Skqy3QUPov"
918169628,1325127883073843201,2020-11-07T17:28:01Z,DecisionDeskHQ,Congratulations to our friends and partners at the @bangordailynews for probably being the only newspaper in America with a headline calling the presidential race this morning. https://t.co/EA7lOE1JKh
918169628,1325124473947873281,2020-11-07T17:14:28Z,DecisionDeskHQ,"Decision Desk HQ Projects Biden (D) Has Won The State Of NV And Its 6 Electoral Votes

Race Called At 11-07 12:11 PM

All Results: https://t.co/Skqy3QUPov"
918169628,1325124170871664645,2020-11-07T17:13:16Z,DecisionDeskHQ,"NV Presidential Election Results

Biden (D): 49.91% (641,210 votes)
Trump (R): 47.92% (615,690 votes)

Biden Margin: +25,520 (+2,863)
Estimated: &gt; 95% votes in

More results here: https://t.co/Skqy3QUPov"
918169628,1325121887706345472,2020-11-07T17:04:12Z,DecisionDeskHQ,"Decision Desk HQ Projects Cardenas (D) Has Won In CA-29

Race Called At 11-07 11:50 AM EST
All Results: https://t.co/kgiDbJ5WUZ"
918169628,1325121848191934464,2020-11-07T17:04:02Z,DecisionDeskHQ,"Decision Desk HQ Projects Bourdeaux (D) Has Won In GA-07

Race Called At 11-07 11:49 AM EST
All Results: https://t.co/xlHf7GZUxJ"
918169628,1325121822887608320,2020-11-07T17:03:56Z,DecisionDeskHQ,"Decision Desk HQ Projects Schweikert (R) Has Won In AZ-06

Race Called At 11-07 11:48 AM EST
All Results: https://t.co/7CxbLt7E8w"
918169628,1325121694332170247,2020-11-07T17:03:26Z,DecisionDeskHQ,"Decision Desk HQ Projects Wild (D) Has Won In PA-07

Race Called At 11-07 11:47 AM EST
All Results: https://t.co/BgcQsEgREJ"
918169628,1325121651357388801,2020-11-07T17:03:15Z,DecisionDeskHQ,"Decision Desk HQ Projects Lamb (D) Has Won In PA-17

Race Called At 11-07 11:44 AM EST
All Results: https://t.co/BgcQsEyt3j"
918169628,1325121104332066816,2020-11-07T17:01:05Z,DecisionDeskHQ,"Here let us fix this for you:

@DecisionDeskHQ : 08:50:15 November 6th 2020 https://t.co/YTLDogvKqT"
918169628,1325116735230513152,2020-11-07T16:43:43Z,DecisionDeskHQ,"NBC, CNN and ABC are now matching the presidential race call made yesterday by our partners @DecisionDeskHQ, who projected Biden as the winner when it became obvious he would take Pennsylvania: https://t.co/MXDme6q8ig"
918169628,1325114077497188354,2020-11-07T16:33:10Z,DecisionDeskHQ,Those @DecisionDeskHQ (and Vox) called this yesterday and we obviously stand by that call. https://t.co/4NsyZFdm1D
918169628,1325113977152663553,2020-11-07T16:32:46Z,DecisionDeskHQ,"Yesterday morning at 8:54 AM it became clear to @DecisionDeskHQ and @thisisinsider this race was over, calling Pennsylvania and delivering Biden the presidency. 

Congrats to the networks for waking up and smelling the scrapple https://t.co/vdwS7KPXtW"
918169628,1325113317036351489,2020-11-07T16:30:08Z,DecisionDeskHQ,"PA Presidential Election Results - Called for Biden (D)
 
Biden (D): 49.68% (3,344,528 votes)
Trump (R): 49.17% (3,310,326 votes)
 
Biden Margin: 34,202 (+3,291)
% Difference: 0.51%
 
Estimated: &gt; 95% votes in
 
More results here: https://t.co/BgcQsEyt3j"
918169628,1325111991334268928,2020-11-07T16:24:52Z,DecisionDeskHQ,"PA Presidential Election Results - Called for Biden (D)
 
Biden (D): 49.66% (3,339,344 votes)
Trump (R): 49.20% (3,308,433 votes)
 
Biden Margin: 30,911 (+2,075)
% Difference: 0.46%
 
Estimated: &gt; 95% votes in
 
More results here: https://t.co/BgcQsEyt3j"
918169628,1325107123613802496,2020-11-07T16:05:32Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.56% (1,626,943 votes)
Trump (R): 48.94% (1,606,370 votes)

Biden Margin: +20,573 (-7,479)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
918169628,1325105484265910274,2020-11-07T15:59:01Z,DecisionDeskHQ,"AZ Presidential Election Results

Biden (D): 49.69% (1,607,430 votes)
Trump (R): 48.83% (1,579,378 votes)

Biden Margin: +28,052 (-1,809)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
